       age      wage
229223  35  65.11085
380392  61 141.77517
158726  38 134.70538
377495  18  76.89360
230878  45 101.40205
453110  27  99.68946
85888   22  95.23071
376196  29  73.77574
228775  50 123.08970
153559  25  99.68946
304567  35 118.88436
83140   41 127.11574
450085  38 145.14360
378923  49 118.88436
87254   36 128.68049
9513    66  92.89584
156960  23  68.74809
80462   28  99.68946
304074  42 109.83399
306048  20  43.73511
448446  37 189.24416
448106  58  32.36641
86335   45 154.68529
230002  64 114.47571
447211  45 148.41316
305589  52 101.82435
8755    42 123.08970
13308   32 118.88436
448287  40  75.04315
10187   55 160.64248
80524   46 104.92151
377969  55  81.28325
153484  53  99.68946
11876   33 104.92151
229679  45  95.23071
229435  54  99.68946
80558   32  84.04596
11650   42 176.98965
82081   35 118.88436
82799   54  94.07271
155256  38  94.07271
80446   31 101.82435
159200  41  85.38394
8197    45 142.45717
153388  49 118.88436
88113   50  95.23071
155513  40 111.72085
158884  29  59.62865
230315  25  99.68946
86782   32  99.68946
306149  51  86.69515
380883  29  93.04401
7639    32 134.70538
381143  42 145.14360
9181    59 148.41316
158451  31  87.98103
229117  29 108.39064
233600  52  73.77574
231346  35  73.77574
379646  28 106.36965
228164  50  78.39247
85693   49  72.56123
452344  39  73.77735
160400  26  38.22358
160533  31  99.68946
307204  50  50.41192
450078  62 170.46017
84607   35 123.08970
10989   22  73.77574
155859  55 110.78265
234391  63 125.52550
81772   63  75.04315
377896  39  95.23071
153951  28 118.88436
231716  43 127.11574
229399  58  70.47602
302102  38 166.32494
81714   49 139.15633
155433  62  25.29101
87168   36  81.44683
85320   54  87.98103
7420    26 116.44232
451424  46 166.32494
229703  58 149.69504
14417   22  73.77574
9241    58 277.60142
377591  63 136.87637
302226  67 129.45364
376645  44 111.72085
157321  51 178.70066
154342  46  49.55534
301885  43  82.67964
84599   40  73.77574
374558  31  92.89584
301209  41 114.47571
378837  21  84.04596
374851  51  76.89360
153917  43  79.85490
86617   34 130.98218
374294  45 148.41316
375787  35  65.11085
83031   33 134.70538
155234  46  94.07271
156931  38  94.07271
84305   44  90.48191
233131  50 111.72178
451873  55 107.90392
452428  49 191.57368
232403  47 145.14360
158091  40 138.63917
159901  21  53.63872
374894  60  93.05349
376018  56  81.28325
85534   61 128.68049
378978  44 136.15771
305552  43 160.64248
12671   29 109.83399
157620  38 148.41316
156543  26 108.39064
234246  28  67.14308
157606  38 118.01975
230929  45 109.83399
87063   39  47.33891
157575  33  62.91365
8274    44  70.47602
229913  48  99.68946
301692  45  92.79135
304818  56  99.69163
448786  40 114.47571
229605  71  89.24288
231509  30 118.88436
80950   45 148.41316
87704   41  90.48191
158664  40 118.88436
81095   59  89.16783
302918  46  73.77574
161349  38  70.47602
306415  26  93.48669
10603   53  70.47602
86007   46  99.68946
306146  42  98.59934
234661  28  54.59815
84287   30  86.69515
377509  34 118.88436
377763  46 160.64248
306688  22  59.09706
302888  37  92.72953
377799  27  63.18886
381003  52 114.47571
380799  43  65.11085
83368   52 148.41316
11548   54 109.48984
304155  47  99.68946
9144    21 105.92781
11624   42 134.70538
153897  72 189.24416
157384  38 104.92151
453498  53  82.67964
229614  35  81.28325
380993  60  76.89360
159758  39  85.38394
10899   45  73.77574
374347  61 106.60802
374986  64  95.23071
81794   39  70.47602
303090  46 105.92781
375451  25  56.45386
154262  80  94.07271
379725  51 105.92781
88050   58  75.04315
451349  52 118.88436
84848   45 138.29913
306255  41  99.68946
82384   42  95.23071
378696  31  94.07271
85794   49 123.08970
450118  47  90.48191
9457    39  87.98103
230105  53 109.83399
153266  37  85.38394
157526  52 191.57368
234243  41 101.82435
231448  39 148.41316
449095  63 171.76513
303172  23  73.45443
81506   62  87.98103
80235   43 272.29478
87943   29 102.87025
83985   43 160.64248
375234  34 123.08970
156633  38  91.69923
14384   25  85.38394
8450    64 109.83399
160165  49 114.47571
451015  46  84.31577
232095  30 114.47571
154723  33  57.35259
304780  29 104.92151
377397  32 125.52550
303182  54 108.87453
11131   40  65.11085
7535    24 109.83399
375336  30  70.81504
451744  49 145.14360
232578  47 101.82435
374914  25  84.04596
307821  44 134.70538
305822  41  97.49329
7495    54 154.68529
449798  59 200.54326
159599  25  59.73422
448887  63  91.69923
453745  49 109.83399
375738  35 114.47571
229672  24  66.22941
161522  66  92.89584
378510  57  94.07271
160189  47 118.88436
230629  44 132.48782
233946  56 127.11574
86943   34  99.68946
230497  23  40.40567
377005  30 138.29913
80350   38 102.87025
81917   43  79.85490
301556  58 111.72085
8888    36  62.19868
307676  48  70.47602
7381    35  86.04280
233790  22  99.68946
303636  50 113.56709
81716   58 100.76427
158585  20  61.18753
307816  44 113.61275
154833  50 134.70538
450754  55 104.92353
157064  39 109.83399
377858  32 276.77841
380391  50 148.41316
452617  24 148.41316
452685  53 109.83399
154958  35  81.28325
161421  25  79.85490
229694  24 109.83399
7822    57 148.41316
12679   43  65.11085
447486  33  88.29870
13835   40  91.69923
379762  39  73.77574
81141   32  70.47602
7699    48 128.68049
85842   29  94.07271
12364   35  98.59934
84080   41 133.23235
451706  52 134.70538
14152   50  91.69923
85144   35 160.63550
302797  27  99.68946
81223   57 114.47571
88062   48  97.49329
452864  41  98.04835
12144   59 104.92151
160944  55 109.83399
8105    54 133.23235
154672  34 118.88436
453271  43  73.77574
155921  43 104.92151
154732  62  62.03030
233690  45  97.49329
86143   40 145.80516
156740  33  82.67964
12718   45 148.41316
449744  21  49.55534
448117  54  73.77574
154750  43  73.77574
83654   54 127.11574
81277   35 109.83399
379686  23  61.59458
227939  61 111.44047
80897   51 138.29913
231662  43 127.11574
154839  20  75.35568
305114  51 139.00341
450873  65 118.88436
447174  37 109.83399
377920  24  66.23310
161041  36  73.29308
14541   45 130.98218
376938  33 276.77841
447645  36  86.91033
80720   32 109.83399
447722  45 118.88436
155179  51 104.92151
8907    33 136.87637
160862  47  84.04596
155453  37 196.12527
378199  41 121.43031
12156   23  96.39780
447458  57 128.68049
232327  61 148.41316
301930  47  85.38394
158517  29  87.98103
12579   37  99.68946
13995   57 148.41316
82195   39  81.28325
306499  59 145.80516
302319  31 149.05590
447816  26  97.49329
449074  51 118.01975
229524  38  99.68946
232133  51 118.88436
85388   50  79.85490
13298   32 118.88436
307289  38 160.64248
7589    49 176.98965
9082    40  73.77574
305036  60 154.68529
302117  30 101.82435
160497  41 130.98218
450224  32 114.47571
449975  26 105.92781
80475   41  81.28325
378718  53 134.70538
13370   35  97.49329
380165  50 109.83399
86118   43 171.76513
159505  50  67.82679
450919  19  73.77574
80496   42  91.69923
302736  53  66.96164
81910   22  95.23071
159140  49  98.59934
8846    33 109.83399
7415    31  81.28325
80565   43  90.48191
452789  57 109.83399
13535   40 148.41316
156743  48  84.52947
87391   46 101.82435
450392  58 104.92151
155733  50 104.92151
12600   38  99.68946
80237   33 101.40205
306346  52 149.05590
81445   48  73.77574
231389  53 160.64248
378598  37 118.88436
306310  43 119.40520
380028  54 107.90392
86072   41 154.86837
11321   57  75.35568
307301  54 118.53950
447298  25  76.89360
161253  35  62.19868
377359  29 182.02062
453728  36 267.90109
14042   43 141.77517
304908  41 186.87668
160028  52  72.15046
13005   48  49.55534
158124  51  81.28325
86567   55 118.88436
82851   37  97.49329
305392  48 111.72085
153650  42 101.82435
304093  43 127.11574
233121  32  87.98103
230850  33  84.04596
157822  48  78.39247
451294  20  46.36650
14543   43 132.86077
159847  58  61.59458
83903   38  99.68946
378535  23  66.22941
453171  54 108.87453
301347  66  99.68946
453420  47 152.83880
155699  35  76.89360
380739  39 143.13494
9766    35 125.20429
234383  40  75.61070
232723  41 109.83399
81234   40 176.98965
229581  50  59.09706
87788   35  99.68946
452608  43  95.23071
8652    26 104.92151
451324  23  49.55534
160285  61 130.98218
84767   24  43.73511
229001  66 118.88436
230839  50 109.83399
11453   22  75.04315
87015   62  91.69923
157453  55 105.92781
87789   41  73.77574
10827   54 170.15683
450748  29 138.29913
83883   39 101.82435
230302  71  87.98103
160949  22  78.39247
302490  48 123.08970
452615  35 116.26532
156728  46  90.48191
158466  51 109.83399
8344    55 104.92151
7436    36 118.88436
374803  57  94.07271
12491   21 141.77517
232762  60 128.68049
230998  41  73.77574
84524   56 139.35381
13464   32  94.07271
159550  32  73.77574
234248  36 107.90392
234357  28  64.54207
451267  60 138.29913
155944  41  89.24288
228029  55  99.68946
159068  36 109.83399
228443  46  90.48191
376883  62  89.49248
233097  44 102.76628
228418  36 118.88436
80966   41 148.41316
229478  22 114.47571
374483  51 129.98363
381181  57 110.78265
12955   55 114.47571
161502  36 148.41316
380218  43 276.77841
156036  38  23.95294
229899  27 103.90247
305122  32 118.88436
450849  44  71.68674
376406  56 276.77841
303218  38 141.77517
156645  36  99.68946
14338   28 108.87453
14140   39  79.85490
380621  42  78.98461
447629  51  82.67964
86490   55  89.49248
302168  39 130.98218
158551  42 109.70605
233702  33 117.14682
378925  23  73.77574
160680  40  81.28325
158298  40  80.85820
450290  51 107.90392
305059  76  76.89360
301937  57  87.98103
160924  27  95.23071
12963   26  84.04596
10344   25  99.68946
8757    27 101.40205
82071   33  87.98103
155631  51  87.98103
9139    22  94.07271
10933   47 128.19964
449746  34 136.51766
379247  47 107.90392
13497   31 123.08970
14109   46  91.69923
234415  47  78.39247
234376  49 154.68529
155250  40 136.15771
85134   51  81.28325
381020  31  76.28328
159971  58 109.83399
9591    48  87.78844
83666   54 127.11574
301931  56 154.07300
307750  61 109.83399
453302  32 138.29913
307225  60 164.64699
230293  42 138.29913
154660  22  44.97829
156739  46 106.72398
8789    53 114.47571
375928  43  73.77574
447995  32  75.35568
447215  30 141.77517
448598  50 109.83399
229234  40 277.79948
447888  55  79.85490
82715   42 166.32494
82946   35  75.35568
80449   33 100.08674
86044   33 102.87025
157202  38 118.71209
450096  41 117.14682
448535  42 123.50002
450450  58 148.41316
451844  45  76.89360
451460  47 109.83399
11973   30 105.92781
452739  34 160.64248
230033  43 149.69504
377968  58  99.68946
447810  44 104.92353
9620    28  61.18753
83273   46 105.92781
381222  36 107.90392
301976  37  70.81504
381289  47 160.64248
307040  56  99.68946
450227  38 111.72085
302539  41  75.35568
86544   62  94.07271
86015   40  87.98103
84882   44 123.08970
301497  56  99.68946
378528  51  76.89360
7539    41  86.69515
14035   52 176.98965
379720  27 100.76427
87842   52 114.47571
12496   51  67.17929
453550  51  79.85490
12905   28  90.48191
307423  49  57.97094
302880  61 114.47571
229722  39  99.68946
13420   23  89.49248
305048  53 151.80510
81872   55  87.98103
11889   48  87.98103
301313  50 104.92151
448972  31  65.11085
304644  53 128.68049
380216  49 154.68529
154881  49 130.98218
85010   43 120.58944
303653  20  81.28325
374554  46 110.17293
7830    48 152.21681
14307   19  70.47602
83763   56  85.38394
161310  44 101.82435
450610  23  85.38394
8736    42 101.82435
379881  32 118.88436
161031  32  73.77574
156574  43  73.77574
380839  57 138.61099
380501  26 109.83399
449794  67 151.59148
81288   31 176.98965
231420  49 103.90247
10519   29 128.68049
381177  41 108.87453
229249  35  87.98103
453598  39  95.23071
82185   33  98.59934
453746  53 141.77517
448132  43 123.08970
86463   36  94.65402
84715   38 148.41316
155547  58 104.92151
83136   45 123.08970
8414    34  94.59610
304459  30 127.11574
378108  21  29.37698
155401  39 129.45364
228504  28 109.83399
376032  54  99.68946
305001  24  90.48191
10568   57  70.81504
158869  48  95.23071
82571   31 109.83399
233856  47 182.02062
85706   44 160.64248
87534   30  70.47602
158028  41 130.98218
376894  26 105.92781
450739  32 109.83399
453840  39  97.47101
85005   42 111.72085
12029   24 172.21727
233756  44 129.45364
228877  30 127.11574
233966  58 134.70538
376565  33  94.07271
375596  56  94.07271
7603    28  96.93409
376986  41 276.77841
448055  22  32.36641
81116   37  84.45025
228861  18  65.11085
87034   37  84.71839
305311  43 167.70658
378766  49  94.07271
13578   36 134.70538
302454  47  81.28325
160354  52 134.70538
452525  34 114.47571
83954   62 130.98218
302858  44 104.92151
11897   48 152.21681
305534  51 124.72045
448547  35 148.41316
154312  42  89.24288
13095   34  82.67964
155937  50  94.07271
233677  50 153.45752
82261   55  46.76327
450761  56 129.45364
11935   50 130.98218
449193  44  94.07271
13380   30  99.68946
13510   34 128.68049
303955  50  73.77574
82964   51 110.78265
155032  53  99.68946
81944   40  91.69923
228060  34  82.67964
228305  36 118.88436
8471    44 148.41316
375955  54  95.23071
378357  36 163.51586
228453  62 279.50178
375260  33 114.47571
84747   44 102.87025
9001    80  87.98103
13523   45  87.98103
377490  58  70.47602
85233   51 101.82435
8658    60 277.60142
302756  33  87.98103
228793  28 104.92151
85808   37 127.11574
229152  56  99.68946
449705  59 171.76513
85799   56  75.04315
155865  34  72.15046
85689   37  34.60742
450894  36  94.07271
378221  45 176.98965
230406  36 140.39820
376602  23  27.14058
156489  56 127.11574
7568    33 114.47571
453257  48 127.11574
376581  28  82.67964
379989  37 101.82435
234332  56  86.69515
11046   22  63.18886
303385  60 114.92652
450697  30  81.28325
156124  50 101.82435
161043  38 101.82435
449651  55 103.18133
233230  26 113.56709
231523  39 148.41316
154395  42 148.41316
304408  71 105.69145
380248  33 128.68049
83466   49  51.75144
13091   45  81.28325
84078   41 158.29462
14266   59  54.12121
82469   33 127.11574
450648  47  71.68674
230082  34 145.14360
302568  23  94.07271
452618  32 127.90123
449703  30 102.87025
228508  54  89.49248
453301  46 104.92151
8172    52 137.59014
380101  50 176.98965
306319  57  97.49329
10780   46 100.76427
8168    30  81.28325
234147  32  56.90554
379279  53 105.92781
13027   48 138.29913
159780  31 108.87453
153749  50  76.89360
87231   41 109.83399
381130  47  94.07271
83569   37  75.35568
82380   24  74.57116
87411   53  81.28325
80378   39  95.23071
306390  47 145.14360
233582  36 140.39820
230156  34 148.41316
80860   45  99.68946
157459  60  59.09706
228496  43 118.88436
453835  20  64.35102
376688  27 133.23235
84683   35  59.09706
380971  50 104.92151
448578  56  60.15412
376787  19  30.92375
231118  35 109.83399
7373    23  65.11085
156889  45  94.07271
80853   54  65.11085
379750  43  87.98103
377519  42 176.98965
11199   51 189.24416
306981  49  79.85490
232149  48 111.18546
13294   50 118.88436
229612  37  81.28325
12617   38 186.87668
451199  58 154.68529
7609    41 124.72045
231686  51 277.79948
234389  51  99.59199
229901  44  87.98103
153622  43 114.47571
86931   34 145.14360
9860    43 138.29913
82359   59 256.40065
83774   61 113.56709
379289  40 118.01975
451529  49 104.92151
157319  55 130.98218
10740   54 123.08970
83212   41 109.83399
234447  29 109.83399
448296  66 138.29913
229238  61 107.43397
156703  34 105.92781
303382  41 121.43031
83663   48  85.38394
13264   26  91.69923
228067  54  90.48191
379994  44 104.92151
374633  60 147.11669
380994  57  81.28325
452521  53 107.90392
301537  54 118.88436
452259  37 104.92151
380756  62 127.11574
156099  40  87.98103
379666  39 111.72085
13066   55  81.28325
233531  57 123.08970
159976  45 176.98965
155361  41  82.67964
301559  28 102.76628
159911  58 120.58944
378511  47 141.77517
303173  60 106.92181
155313  26 268.26629
231958  52 109.83399
375616  31  99.68946
307319  63 200.54326
12456   42 109.83399
448765  30 125.52550
301777  52 114.47571
11762   38 160.64248
379995  29  99.68946
302475  42 160.64248
303761  57 125.52550
7976    46 133.23235
157964  21  75.04315
9336    34 109.83399
379954  39  63.18886
230714  26  95.23071
83126   42 111.72085
82701   48  78.39247
452203  54  99.68946
154263  80  82.67964
230644  37  78.39247
304966  31  81.28325
156987  41  70.81504
88084   37 148.41316
160389  43 130.60223
81881   54 200.54326
83677   39 148.41316
80890   45  87.98103
306629  21  96.14407
12188   59 104.92151
301793  29  62.23868
447716  29 137.59014
10043   33  87.98103
156286  45 155.90051
376933  53 176.98965
160815  63 123.08970
84588   56 138.29913
156257  21  63.18886
306463  39  73.77574
304367  30 182.02062
156055  42 116.26532
84965   40  94.07271
86137   47 148.41316
7434    43  20.08554
13145   42 111.72085
376834  50 148.41316
80861   39  81.28325
307009  50  70.47602
9407    60  92.89584
448011  57  87.98103
301160  38  89.49248
87472   49 102.87025
86258   51  73.77574
86622   33  66.22941
234539  59 117.14682
233141  41 101.82435
160720  33 116.26532
380833  28 126.32388
447332  49  82.74175
13074   51 112.64890
377769  36 118.88436
159957  26  87.98103
14047   22  54.02997
229085  47 117.14682
156367  59 118.88436
86170   41 127.90123
231625  32  87.98103
376206  45 109.83399
374441  39  68.74809
229681  64  95.23071
84975   36 134.70538
80338   61  81.28325
158704  34  68.74809
86260   52 134.70538
377704  33  81.28325
450907  36 150.69518
8898    34  94.07271
86506   39  75.35568
81695   59 141.77517
452011  49 175.93300
233422  40 198.35029
232655  49  94.07271
161451  25  81.28325
450319  59  81.28325
305903  39  76.43645
12064   40  94.07271
448531  51 104.92151
450203  63 110.78265
302905  53  92.89584
377539  25  99.68946
306049  53  85.38394
234286  23  75.35568
82123   36  72.15046
13073   19  31.41100
12975   47  92.89584
9152    43 103.90247
85858   40 111.72085
449352  38 180.77995
156000  63 109.83399
374878  45  36.67370
374341  32  73.77574
453736  37  98.59934
83544   37  57.46365
374646  41 118.88436
14363   45  82.67964
380303  22  81.28325
11668   58 227.45893
156595  44  91.69923
303371  39 116.26532
12558   40 141.77517
154495  33  81.28325
232910  35  91.09322
448457  63 114.47571
156591  45 160.64248
374845  31  99.68946
154639  41  92.89584
376657  66 276.77841
453155  45  82.67964
302655  47  99.68946
234441  35 124.72045
10756   52 100.76427
157788  62 169.80034
159478  47  82.67964
82408   40 136.87637
231687  41 277.79948
451735  48 118.88436
14361   55 118.88436
447846  64 114.47571
87736   29  61.18753
159033  49 118.88436
452456  32 133.23235
229915  41  82.67964
85977   58 148.41316
158370  41 148.41316
306799  34  96.93409
86857   43 154.68529
154144  23  87.98103
155861  40 102.87025
302734  46 281.74597
87460   35 106.92181
301952  42 148.41445
452190  47 111.72085
302487  45 148.41316
375314  34 108.87453
80513   57 104.92151
8245    32  86.17379
450802  55 102.87025
380599  22  76.28328
8760    51 124.72045
228870  26  66.96164
86333   27  54.59815
82672   34 166.32494
303408  48  91.70164
379215  23  78.34656
153433  41 111.72085
452035  49 151.59148
12738   47 120.58944
10025   35 117.14682
302428  50  81.98532
230517  55 137.59014
451939  69  40.40567
83710   45 154.68529
11155   40 154.68529
10801   47 143.32532
377849  22  78.39247
155762  42  85.38394
380873  47 159.47418
11350   48  66.22941
449916  28 111.72085
11955   49  90.72708
452076  51 128.68049
158386  58 148.41316
8307    32 114.47571
452919  55  87.98103
304571  49  94.07271
84662   46  87.98103
157527  44 182.02062
155753  25  87.98103
85476   73  92.89584
86888   18  72.15046
11885   52 122.26367
379300  28  72.15046
84104   51  82.67964
451062  44 176.98965
379529  44 141.77517
155117  29  95.23071
234168  48 141.77517
228808  62 101.82435
85191   40 131.73780
159708  24  66.32519
155806  48 118.88436
378375  54 163.51586
155162  69 114.47571
230689  48 123.08970
158165  73  40.19437
448727  30  70.51342
154715  41  73.77574
449784  48 100.87946
82382   63  84.04596
159218  29  85.38394
81077   40 141.77517
303201  52  91.09322
375099  54 114.47571
452764  33 267.90109
84935   42 160.64248
302956  31  94.07271
231714  46 139.67587
377432  44 125.12382
450157  45 113.56709
155744  40 182.02062
12978   31 102.87025
228951  19  76.89360
156037  43 109.83399
302728  56 142.45717
233642  55 101.82435
228903  59 118.88436
449895  49 102.87025
451041  42 128.68049
376582  27  61.18753
160144  34  81.28608
379821  47 276.77841
161269  35 268.26629
87217   33 104.92151
160293  35 144.47809
86674   40 118.88436
87761   53  94.07271
303104  47  73.77574
229277  45 196.12527
452824  34 169.07354
232086  25  69.61904
233767  56 124.72045
12838   54 115.51809
159042  41  89.24288
375741  46 276.77841
85607   44 170.69513
86744   44  99.68946
11797   46 148.41316
452631  38 114.47571
374872  36 128.68049
448646  27  99.68946
379131  33 128.68049
231134  56 140.39820
9431    52 111.72085
379883  33 125.52550
376403  32  94.07271
376258  39 118.88436
14511   22  72.15046
449447  53 104.92151
231149  36 277.79948
13208   37  73.77574
376577  40 130.98218
9330    51  78.21458
380510  40  90.48191
234379  56 117.14682
449359  50  99.68946
449768  49 166.32494
304596  32  81.28325
83073   21  84.04596
80331   48 114.47571
307248  48  73.77574
87597   32 115.10620
161439  30  53.02755
234656  30 118.88436
153663  33  79.85490
11542   56  56.45386
81869   46  90.48191
156792  49 104.92151
376283  24  87.98103
452245  48 147.11669
231515  37 109.83399
306859  53 118.88436
82001   56 141.77517
375236  34 108.87453
86010   56 104.92151
230943  48 109.83399
228764  47  27.14058
156896  52  70.47602
453724  40 166.87938
379194  25 127.11574
452457  35 117.14682
232552  40 103.90247
450777  22  34.60742
158588  50 100.01349
377411  48  64.86897
302723  40 109.83399
153400  45 127.11574
86089   30 114.47571
160883  46 117.14682
379090  34 134.70538
302129  32  65.11085
86755   53 143.13494
377441  32  76.89360
87396   39  99.68946
307386  51  94.07271
84169   40  75.35568
449775  66 127.11574
228357  40 166.32494
449987  52 133.23235
303856  36 125.52550
304921  32  89.49248
374988  45  84.04596
229150  37 169.07354
84663   47 160.64248
379349  49 144.17061
157534  53  73.77574
305469  66  70.47602
231089  33  73.77574
82956   58  94.07271
379819  41  83.19132
449534  54 134.70538
448935  26  86.69515
375717  24  70.47602
304731  62 130.98218
10772   63 136.30400
14158   26 114.02258
85775   45 106.12758
161082  23  87.98103
377328  31 116.26532
155957  44 143.13494
154985  43  54.59815
87716   48  48.18565
374629  48 123.08970
232517  55 117.58434
84219   45 272.29478
380749  48 145.14360
453653  63 118.88436
81828   57  97.49329
377546  69 148.41316
451614  31 127.11574
160598  38 268.26629
7816    43 109.83399
157421  19  51.90370
9691    44 114.47571
304770  31 134.70538
81122   49  87.98103
233881  29  95.23071
377413  26  76.89360
303918  37 116.26532
229437  30  81.28325
447724  35 131.62180
85017   40 117.14682
9109    44  68.74809
84346   65 125.52550
301863  54 101.82435
452767  56 140.39820
380912  48 107.90392
450623  37  58.01478
7899    30  99.68946
13782   46  85.38394
452871  37 131.73780
13456   58  81.28325
306022  52  86.69515
232102  45 157.70053
375105  33  65.11462
81175   51  90.48191
375985  50  46.76327
233063  42  85.38394
85647   46 139.70307
11736   43 148.41316
153843  47  81.28325
10673   47 118.88436
84898   44  71.15196
375389  36  65.11085
374477  39  65.11085
160912  29 125.52550
13605   40 123.08970
305951  20  70.81504
84566   32 112.64890
160765  36  86.69515
449036  31  82.67964
13295   28 130.98218
7863    41 117.14682
87877   54 176.98965
86166   42 118.88436
160895  19  68.74809
450033  59 267.90109
156104  64  99.68946
160718  31  92.65813
81086   37 109.83399
87767   30  87.98103
13125   24 118.88436
231653  26  75.04315
85304   44 114.47571
375038  39 276.77841
9595    48 277.60142
87553   53  80.57320
81392   42 114.47571
451374  44 166.32494
158047  25  85.38394
81515   46  43.73511
153519  52 101.82435
380550  33  87.98103
304366  30 121.43031
304377  38 109.83399
9064    29  79.85490
378073  57 127.11574
158940  50 115.28552
380022  23  98.60154
227841  46 144.47809
12002   61 136.15771
304602  70 100.76427
450489  59  76.89360
158881  57  90.48191
154684  25  86.69515
9521    48 123.90857
451147  52  65.11085
448799  44 131.73780
86446   40  66.96164
378317  43 196.12527
7499    51 166.32494
154659  43  65.11085
159096  42 120.58944
379777  28 101.82435
161093  54 148.41316
8398    34 159.05203
86001   50 109.83399
9947    36 140.05120
13597   36 132.35248
8402    71 118.88436
229336  31  97.49329
9471    43 134.70538
307463  20  72.15046
303301  23  87.98103
307758  42  49.55534
8704    41 149.05590
450579  27 122.26367
377548  29 101.82435
379802  41  99.68946
155828  41 104.92151
160072  22  81.28325
158458  39  73.77574
380862  50  82.67964
229278  49 148.41316
158416  42 118.88436
374326  38 129.45364
84906   55 134.70538
10154   47  79.85490
304890  52  68.11199
448330  56  40.40567
302440  30 131.73780
8594    56 134.70538
160473  46 114.47571
452589  43 126.32388
154916  35 116.70715
453566  58 109.83399
453173  69  81.22675
231286  68  87.98103
83337   52 127.11574
8625    46 104.92151
304249  39 107.90392
452699  66 109.83399
13542   30 117.14682
233331  30 107.90392
12638   43  72.15046
376869  49 160.64248
11100   54 148.41316
379372  48 143.13494
376009  37  97.49329
304338  46 141.77517
304116  53 148.41316
452574  31 109.83399
230268  18  59.09706
159545  49 152.52822
229535  39  81.28325
161425  40  43.73511
376778  37  96.37065
232700  24 101.82435
306371  35 130.98218
304010  27  82.67964
154423  44 130.98218
377710  46  89.24288
8072    40  85.11853
306740  39 166.32494
374463  42 100.76427
155676  37  99.68946
378483  58 123.08970
11655   40 163.51586
159926  27  85.38394
161488  31  75.35568
380370  44  65.11085
154590  38  92.65813
86392   34 137.59014
12146   41 134.85153
301904  20  72.47932
375850  28 178.53305
449254  55  98.59934
378197  38 115.37504
12275   33  73.77574
447285  43  36.67370
229216  50 123.08970
379593  55  87.98103
10380   24  73.93572
378289  41 176.98965
453516  37 118.88436
8978    42 134.70538
87747   25  90.48191
13594   45 148.41316
448361  40  81.28325
82431   43 130.98218
227968  50 176.98965
154580  42  82.67964
155201  38 131.73780
228062  44  82.67964
301131  19  41.44121
81508   44 117.14682
160105  26  73.77574
10455   54  86.69515
230783  32  99.68946
380368  49 141.77517
8521    35  70.81504
302231  34  72.15046
154400  23  54.59815
376389  60 127.11574
231469  54  73.77574
155163  31 139.70307
229213  47 160.64248
161447  48  23.95294
11017   48 115.37504
81252   35 114.47571
227917  55 127.11574
82223   35 137.59014
450449  37 176.98965
155027  27  23.27470
301716  64  90.48191
160957  52  73.77574
307162  47  82.67964
153288  26  56.90554
10549   41 128.68049
448079  22  75.04315
85787   76  73.77574
232991  46 108.06583
232011  39 123.08970
234060  39 277.79948
83770   23  73.77574
228316  49 123.90857
451479  44  87.98103
233965  20  70.47602
8562    43 277.60142
231536  42 148.41316
451622  46 114.47571
451993  33  99.68946
159704  62 268.26629
228435  38 130.98218
11386   43 109.83399
10964   46 277.60142
227859  18  73.77574
449407  63 267.90109
233646  43 119.74085
450142  44 141.77517
375066  53 128.25266
377927  58  90.48191
154494  23  76.89360
80376   50 127.11574
81068   35 118.88436
233828  38 200.54326
85640   36  87.98103
10274   32 148.41316
153933  56 268.26629
10377   41  87.98103
87797   40  99.68946
84394   26  82.67964
232457  26 130.98218
377675  47 108.87453
304688  25  54.59815
233833  58 309.57177
374782  57  82.68240
154678  30  59.62865
303392  44 166.32494
453674  29  79.85490
302464  51 118.88436
230110  37  92.89584
86348   67 160.64248
449111  34  70.47602
156748  50 120.58944
8312    38 160.64248
378918  55 171.76513
154871  27 120.58944
302382  39 134.70538
305523  54 148.41316
377010  55 129.45364
157367  49 134.70538
154310  42  56.90554
8265    39  87.98103
154479  32  68.11199
14202   39 128.68049
161025  50 134.70538
85939   47  94.07271
158022  40  87.98103
229664  51 118.88436
448419  28  68.74809
301493  53  94.07271
9698    54 118.88436
451173  51  91.69923
377766  33 134.70538
379628  55 127.11574
158239  44 100.76427
450366  30 105.92781
10192   40  87.98103
303306  26  99.68946
230907  49 112.64890
87177   43 163.51586
85563   43  82.67964
378239  44  79.85490
232251  32  49.55534
448807  34 152.83880
451298  36 148.41316
234574  51 101.40205
303467  42  95.68881
160372  60 118.88436
80668   36  76.89360
230140  47 118.88436
87724   60 138.29913
159738  22  54.59815
13820   41  65.11085
159737  56 109.83399
158555  44  73.77574
8911    49 105.92781
230355  45 116.26532
155813  25  94.07271
304171  52 118.88436
154382  30 148.41316
447429  29 104.92151
307480  23  79.85490
301212  48 108.87453
450515  44 109.83399
160071  62 127.11574
231742  33 151.59148
379911  51 105.92781
231151  36 200.54326
7548    23  59.09706
157269  51  68.74809
378112  47 176.98965
158610  34 103.90247
87409   34  82.67964
451122  43 200.54326
227949  43 101.82435
451359  40 163.51586
13067   59 104.92151
374802  53 109.83399
86228   32 104.92151
379346  48 107.90392
376228  37 182.02062
228763  20  75.04315
85100   32  61.18753
87786   40  85.38394
87346   48 123.82373
10641   43 176.98965
451408  56 118.88436
159969  55 268.26629
